"행정구역","2022년10월_계_총인구수","2022년10월_계_연령구간인구수","2022년10월_계_0~4세","2022년10월_계_5~9세","2022년10월_계_10~14세","2022년10월_계_15~19세","2022년10월_계_20~24세","2022년10월_계_25~29세","2022년10월_계_30~34세","2022년10월_계_35~39세","2022년10월_계_40~44세","2022년10월_계_45~49세","2022년10월_계_50~54세","2022년10월_계_55~59세","2022년10월_계_60~64세","2022년10월_계_65~69세","2022년10월_계_70~74세","2022년10월_계_75~79세","2022년10월_계_80~84세","2022년10월_계_85~89세","2022년10월_계_90~94세","2022년10월_계_95~99세","2022년10월_계_100세 이상","2022년10월_남_총인구수","2022년10월_남_연령구간인구수","2022년10월_남_0~4세","2022년10월_남_5~9세","2022년10월_남_10~14세","2022년10월_남_15~19세","2022년10월_남_20~24세","2022년10월_남_25~29세","2022년10월_남_30~34세","2022년10월_남_35~39세","2022년10월_남_40~44세","2022년10월_남_45~49세","2022년10월_남_50~54세","2022년10월_남_55~59세","2022년10월_남_60~64세","2022년10월_남_65~69세","2022년10월_남_70~74세","2022년10월_남_75~79세","2022년10월_남_80~84세","2022년10월_남_85~89세","2022년10월_남_90~94세","2022년10월_남_95~99세","2022년10월_남_100세 이상","2022년10월_여_총인구수","2022년10월_여_연령구간인구수","2022년10월_여_0~4세","2022년10월_여_5~9세","2022년10월_여_10~14세","2022년10월_여_15~19세","2022년10월_여_20~24세","2022년10월_여_25~29세","2022년10월_여_30~34세","2022년10월_여_35~39세","2022년10월_여_40~44세","2022년10월_여_45~49세","2022년10월_여_50~54세","2022년10월_여_55~59세","2022년10월_여_60~64세","2022년10월_여_65~69세","2022년10월_여_70~74세","2022년10월_여_75~79세","2022년10월_여_80~84세","2022년10월_여_85~89세","2022년10월_여_90~94세","2022년10월_여_95~99세","2022년10월_여_100세 이상"
"강원도 강릉시 (4215000000)","211,742","211,742","5,112","7,148","8,685","9,392","12,170","11,777","9,983","10,736","14,477","16,685","18,702","17,549","20,108","16,081","11,059","9,236","7,383","3,674","1,375","354","56","105,042","105,042","2,664","3,682","4,454","5,007","6,650","6,537","5,427","5,588","7,238","8,512","9,655","8,790","9,649","7,635","5,094","4,051","2,866","1,177","305","54","7","106,700","106,700","2,448","3,466","4,231","4,385","5,520","5,240","4,556","5,148","7,239","8,173","9,047","8,759","10,459","8,446","5,965","5,185","4,517","2,497","1,070","300","49"
"강원도 동해시 (4217000000)","89,421","89,421","2,270","3,605","4,224","4,201","4,515","4,433","3,869","4,528","6,585","7,430","8,268","7,344","8,288","6,735","4,562","3,677","2,904","1,383","485","102","13","45,439","45,439","1,166","1,848","2,196","2,213","2,597","2,645","2,167","2,383","3,341","3,950","4,378","3,787","4,056","3,270","2,134","1,586","1,170","440","95","14","3","43,982","43,982","1,104","1,757","2,028","1,988","1,918","1,788","1,702","2,145","3,244","3,480","3,890","3,557","4,232","3,465","2,428","2,091","1,734","943","390","88","10"
"강원도 태백시 (4219000000)","39,553","39,553","763","1,272","1,772","1,791","1,804","1,440","1,286","1,714","2,773","3,053","3,519","3,371","4,080","3,600","2,699","2,104","1,585","710","164","47","6","19,948","19,948","412","670","890","968","1,021","840","703","897","1,398","1,680","1,923","1,797","2,027","1,784","1,203","898","590","216","24","6","1","19,605","19,605","351","602","882","823","783","600","583","817","1,375","1,373","1,596","1,574","2,053","1,816","1,496","1,206","995","494","140","41","5"
"강원도 속초시 (4221000000)","82,781","82,781","2,226","3,205","3,544","3,517","4,223","4,455","4,506","4,595","5,896","6,167","7,803","7,244","7,998","6,231","3,753","3,215","2,415","1,175","485","117","11","41,034","41,034","1,145","1,626","1,797","1,856","2,374","2,514","2,537","2,419","2,947","3,058","3,853","3,575","3,805","3,091","1,696","1,345","912","370","94","18","2","41,747","41,747","1,081","1,579","1,747","1,661","1,849","1,941","1,969","2,176","2,949","3,109","3,950","3,669","4,193","3,140","2,057","1,870","1,503","805","391","99","9"
"강원도 삼척시 (4223000000)","63,687","63,687","1,562","1,860","2,287","2,826","4,170","2,639","2,405","2,726","3,783","4,568","5,419","5,356","6,693","5,331","3,906","3,205","2,745","1,510","565","117","14","32,280","32,280","773","966","1,190","1,451","2,302","1,546","1,310","1,459","1,984","2,551","3,046","2,848","3,429","2,642","1,859","1,384","950","451","126","13","0","31,407","31,407","789","894","1,097","1,375","1,868","1,093","1,095","1,267","1,799","2,017","2,373","2,508","3,264","2,689","2,047","1,821","1,795","1,059","439","104","14"
"강원도 홍천군 (4272000000)","67,830","67,830","1,437","1,945","2,312","2,467","2,977","3,117","2,740","2,799","3,545","4,203","5,403","6,353","8,485","6,906","4,172","3,428","3,144","1,688","556","129","24","34,859","34,859","707","1,023","1,154","1,268","1,748","1,926","1,544","1,482","1,858","2,274","2,860","3,365","4,332","3,654","2,166","1,586","1,237","516","121","36","2","32,971","32,971","730","922","1,158","1,199","1,229","1,191","1,196","1,317","1,687","1,929","2,543","2,988","4,153","3,252","2,006","1,842","1,907","1,172","435","93","22"
"강원도 횡성군 (4273000000)","46,516","46,516","835","1,154","1,438","2,026","1,761","1,665","1,460","1,706","2,214","2,607","3,748","4,544","6,319","5,049","3,183","2,654","2,339","1,255","437","104","18","23,872","23,872","452","601","750","1,065","1,015","960","796","911","1,189","1,474","2,008","2,363","3,261","2,682","1,638","1,244","966","398","79","19","1","22,644","22,644","383","553","688","961","746","705","664","795","1,025","1,133","1,740","2,181","3,058","2,367","1,545","1,410","1,373","857","358","85","17"
"강원도 영월군 (4275000000)","37,797","37,797","607","889","1,142","1,548","1,702","1,289","1,160","1,353","1,891","2,383","3,262","3,649","4,793","3,846","2,728","2,162","2,047","954","313","69","10","19,582","19,582","325","470","612","866","940","756","652","743","996","1,303","1,820","2,023","2,546","2,056","1,334","972","786","290","75","14","3","18,215","18,215","282","419","530","682","762","533","508","610","895","1,080","1,442","1,626","2,247","1,790","1,394","1,190","1,261","664","238","55","7"
"강원도 평창군 (4276000000)","40,982","40,982","610","1,000","1,278","1,432","1,680","1,426","1,308","1,420","2,161","2,692","3,664","4,021","5,475","4,272","2,860","2,302","2,005","950","329","81","16","21,159","21,159","296","499","659","786","1,001","871","733","745","1,188","1,457","2,002","2,133","2,888","2,245","1,416","1,070","803","288","57","21","1","19,823","19,823","314","501","619","646","679","555","575","675","973","1,235","1,662","1,888","2,587","2,027","1,444","1,232","1,202","662","272","60","15"
"강원도 정선군 (4277000000)","35,027","35,027","619","852","1,200","1,133","1,416","1,089","1,095","1,424","2,031","2,427","3,181","3,358","4,402","3,544","2,421","2,011","1,714","770","243","87","10","18,304","18,304","297","453","616","573","819","666","611","801","1,147","1,406","1,879","1,842","2,314","1,909","1,129","885","669","214","53","18","3","16,723","16,723","322","399","584","560","597","423","484","623","884","1,021","1,302","1,516","2,088","1,635","1,292","1,126","1,045","556","190","69","7"
"강원도 철원군 (4278000000)","42,500","42,500","1,452","1,564","1,662","1,791","2,298","2,552","2,397","2,070","2,486","2,724","3,274","3,487","4,129","3,281","2,166","2,231","1,833","730","279","83","11","21,999","21,999","723","776","877","941","1,391","1,713","1,377","1,137","1,275","1,450","1,787","1,822","2,143","1,623","972","988","698","212","78","15","1","20,501","20,501","729","788","785","850","907","839","1,020","933","1,211","1,274","1,487","1,665","1,986","1,658","1,194","1,243","1,135","518","201","68","10"
"강원도 화천군 (4279000000)","23,620","23,620","737","873","833","834","1,417","1,805","1,520","1,137","1,232","1,328","1,730","1,931","2,344","1,892","1,061","1,143","1,061","512","179","40","11","12,713","12,713","374","458","398","442","922","1,233","963","612","690","697","940","1,028","1,301","1,023","494","528","385","167","42","11","5","10,907","10,907","363","415","435","392","495","572","557","525","542","631","790","903","1,043","869","567","615","676","345","137","29","6"
"강원도 양구군 (4280000000)","21,449","21,449","727","832","846","1,088","1,245","1,393","1,268","1,134","1,188","1,229","1,530","1,773","2,154","1,625","936","993","890","422","137","34","5","11,251","11,251","368","407","435","523","806","914","747","608","628","664","824","929","1,142","876","439","441","332","124","36","5","3","10,198","10,198","359","425","411","565","439","479","521","526","560","565","706","844","1,012","749","497","552","558","298","101","29","2"
"강원도 인제군 (4281000000)","32,135","32,135","1,160","1,243","1,171","1,135","1,774","2,248","2,087","1,824","2,045","1,934","2,365","2,605","3,318","2,558","1,408","1,318","1,135","541","202","58","6","17,477","17,477","589","640","608","600","1,190","1,537","1,247","1,043","1,102","1,079","1,327","1,343","1,792","1,388","692","617","437","182","39","21","4","14,658","14,658","571","603","563","535","584","711","840","781","943","855","1,038","1,262","1,526","1,170","716","701","698","359","163","37","2"
"강원도 고성군 (4282000000)","27,393","27,393","556","748","782","806","1,270","1,355","1,150","1,187","1,419","1,646","2,286","2,477","3,228","2,624","1,736","1,674","1,447","669","249","74","10","14,121","14,121","289","373","424","426","804","883","673","640","768","912","1,288","1,311","1,672","1,344","823","683","542","188","54","20","4","13,272","13,272","267","375","358","380","466","472","477","547","651","734","998","1,166","1,556","1,280","913","991","905","481","195","54","6"
"강원도 양양군 (4283000000)","27,859","27,859","468","719","829","912","1,146","1,070","982","1,173","1,623","1,805","2,355","2,547","3,255","2,771","1,920","1,808","1,435","693","247","91","10","14,227","14,227","232","372","446","487","673","640","539","650","873","1,002","1,298","1,312","1,709","1,388","917","822","571","228","52","15","1","13,632","13,632","236","347","383","425","473","430","443","523","750","803","1,057","1,235","1,546","1,383","1,003","986","864","465","195","76","9"
"충청북도  (4300000000)","1,595,578","1,595,578","44,941","65,555","73,556","72,399","88,443","101,115","91,903","95,898","115,868","120,790","138,524","129,988","142,113","107,111","70,258","53,473","47,279","26,032","8,339","1,701","292","810,747","810,747","23,084","33,408","37,921","37,723","48,069","57,305","51,047","50,559","60,111","62,343","71,242","67,170","72,262","53,374","33,898","23,276","17,857","7,860","1,864","319","55","784,831","784,831","21,857","32,147","35,635","34,676","40,374","43,810","40,856","45,339","55,757","58,447","67,282","62,818","69,851","53,737","36,360","30,197","29,422","18,172","6,475","1,382","237"
"충청북도 청주시 (4311000000)","849,207","849,207","27,801","39,600","43,181","41,634","52,175","64,032","58,133","58,636","68,147","68,175","73,691","64,055","64,099","45,668","28,688","20,936","17,201","9,572","3,048","641","94","428,830","428,830","14,202","20,191","22,143","21,604","27,835","35,596","31,876","30,564","34,957","34,186","36,740","32,262","31,814","22,131","13,564","9,042","6,463","2,876","665","105","14","420,377","420,377","13,599","19,409","21,038","20,030","24,340","28,436","26,257","28,072","33,190","33,989","36,951","31,793","32,285","23,537","15,124","11,894","10,738","6,696","2,383","536","80"
"충청북도 청주시 상당구 (4311100000)","195,507","195,507","6,241","9,200","9,987","9,699","11,442","12,482","11,391","12,304","15,052","15,614","17,508","15,891","15,843","11,657","7,428","5,515","4,658","2,591","793","187","24","97,176","97,176","3,151","4,670","5,131","4,986","6,218","6,707","5,982","6,247","7,546","7,672","8,617","7,980","7,923","5,757","3,497","2,362","1,737","783","175","32","3","98,331","98,331","3,090","4,530","4,856","4,713","5,224","5,775","5,409","6,057","7,506","7,942","8,891","7,911","7,920","5,900","3,931","3,153","2,921","1,808","618","155","21"
"충청북도 청주시 서원구 (4311200000)","191,661","191,661","4,749","7,085","9,185","9,866","13,424","14,322","11,287","10,850","13,542","15,408","17,873","15,627","16,030","11,730","7,462","5,454","4,391","2,438","751","164","23","95,550","95,550","2,482","3,595","4,735","5,140","7,164","7,911","6,174","5,593","6,797","7,539","8,731","7,803","7,792","5,602","3,449","2,380","1,687","778","171","26","1","96,111","96,111","2,267","3,490","4,450","4,726","6,260","6,411","5,113","5,257","6,745","7,869","9,142","7,824","8,238","6,128","4,013","3,074","2,704","1,660","580","138","22"
"충청북도 청주시 흥덕구 (4311300000)","268,073","268,073","9,673","12,885","13,471","12,870","16,382","22,873","21,065","20,193","22,123","21,556","23,239","19,712","18,866","12,636","7,712","5,313","4,149","2,385","792","152","26","136,215","136,215","4,841","6,652","6,894","6,669","8,595","12,665","11,526","10,575","11,384","10,807","11,635","9,907","9,450","6,155","3,692","2,298","1,555","729","152","28","6","131,858","131,858","4,832","6,233","6,577","6,201","7,787","10,208","9,539","9,618","10,739","10,749","11,604","9,805","9,416","6,481","4,020","3,015","2,594","1,656","640","124","20"
"충청북도 청주시 청원구 (4311400000)","193,966","193,966","7,138","10,430","10,538","9,199","10,927","14,355","14,390","15,289","17,430","15,597","15,071","12,825","13,360","9,645","6,086","4,654","4,003","2,158","712","138","21","99,889","99,889","3,728","5,274","5,383","4,809","5,858","8,313","8,194","8,149","9,230","8,168","7,757","6,572","6,649","4,617","2,926","2,002","1,484","586","167","19","4","94,077","94,077","3,410","5,156","5,155","4,390","5,069","6,042","6,196","7,140","8,200","7,429","7,314","6,253","6,711","5,028","3,160","2,652","2,519","1,572","545","119","17"
"충청북도 충주시 (4313000000)","208,415","208,415","5,255","7,787","9,102","9,096","10,953","11,699","10,958","11,499","14,294","15,676","18,555","17,872","20,084","15,178","9,836","7,995","7,253","3,801","1,226","252","44","105,552","105,552","2,681","3,937","4,689","4,746","6,077","6,877","6,252","6,126","7,403","8,044","9,442","9,201","10,211","7,555","4,624","3,447","2,743","1,160","271","58","8","102,863","102,863","2,574","3,850","4,413","4,350","4,876","4,822","4,706","5,373","6,891","7,632","9,113","8,671","9,873","7,623","5,212","4,548","4,510","2,641","955","194","36"
"충청북도 제천시 (4315000000)","131,360","131,360","3,010","4,599","5,422","6,095","7,666","6,680","5,629","6,280","8,095","9,119","11,756","11,387","13,715","10,894","7,295","5,582","4,835","2,402","711","154","34","65,996","65,996","1,543","2,357","2,761","3,169","4,143","3,856","3,042","3,331","4,123","4,646","6,066","5,833","6,839","5,455","3,536","2,453","1,858","795","159","25","6","65,364","65,364","1,467","2,242","2,661","2,926","3,523","2,824","2,587","2,949","3,972","4,473","5,690","5,554","6,876","5,439","3,759","3,129","2,977","1,607","552","129","28"
"충청북도 보은군 (4372000000)","31,524","31,524","493","751","946","1,005","1,191","935","851","1,090","1,415","1,632","2,384","3,011","4,074","3,484","2,440","1,976","2,053","1,249","448","83","13","15,908","15,908","254","387","504","535","712","563","487","576","779","895","1,319","1,661","2,178","1,770","1,214","856","736","364","98","19","1","15,616","15,616","239","364","442","470","479","372","364","514","636","737","1,065","1,350","1,896","1,714","1,226","1,120","1,317","885","350","64","12"
"충청북도 옥천군 (4373000000)","49,591","49,591","771","1,385","1,839","1,863","2,096","1,840","1,510","1,906","2,738","3,202","4,103","4,408","5,727","4,996","3,731","2,691","2,557","1,581","524","107","16","25,002","25,002","421","712","951","997","1,190","1,063","816","953","1,425","1,730","2,177","2,372","2,963","2,576","1,900","1,169","939","486","138","22","2","24,589","24,589","350","673","888","866","906","777","694","953","1,313","1,472","1,926","2,036","2,764","2,420","1,831","1,522","1,618","1,095","386","85","14"
"충청북도 영동군 (4374000000)","45,126","45,126","757","1,098","1,457","1,603","2,024","1,583","1,291","1,493","2,077","2,694","3,674","4,210","5,442","4,608","3,482","2,804","2,750","1,493","463","104","19","22,541","22,541","412","535","773","813","1,107","912","720","781","1,085","1,500","2,006","2,241","2,804","2,411","1,615","1,216","1,028","448","109","23","2","22,585","22,585","345","563","684","790","917","671","571","712","992","1,194","1,668","1,969","2,638","2,197","1,867","1,588","1,722","1,045","354","81","17"
"충청북도 증평군 (4374500000)","37,247","37,247","1,147","1,687","1,817","1,575","1,948","2,490","2,154","2,357","2,768","2,803","3,193","2,966","3,143","2,478","1,608","1,251","1,072","588","164","34","4","19,351","19,351","579","879","944","822","1,100","1,483","1,227","1,302","1,473","1,529","1,681","1,563","1,616","1,202","789","542","402","182","27","8","1","17,896","17,896","568","808","873","753","848","1,007","927","1,055","1,295","1,274","1,512","1,403","1,527","1,276","819","709","670","406","137","26","3"
"충청북도 진천군 (4375000000)","86,082","86,082","2,924","4,178","4,380","4,031","4,052","5,080","5,288","5,938","7,224","6,956","7,261","6,730","6,883","5,050","3,246","2,453","2,384","1,477","441","90","16","45,422","45,422","1,566","2,119","2,279","2,112","2,333","2,990","3,050","3,198","3,906","3,830","3,997","3,705","3,658","2,560","1,603","1,078","903","419","96","14","6","40,660","40,660","1,358","2,059","2,101","1,919","1,719","2,090","2,238","2,740","3,318","3,126","3,264","3,025","3,225","2,490","1,643","1,375","1,481","1,058","345","76","10"
"충청북도 괴산군 (4376000000)","37,031","37,031","450","763","905","933","1,275","1,094","988","1,137","1,565","1,956","2,962","3,886","5,253","4,354","2,989","2,396","2,321","1,280","441","68","15","19,084","19,084","228","383","453","505","734","660","571","628","848","1,153","1,690","2,090","2,837","2,291","1,557","1,068","904","365","100","15","4","17,947","17,947","222","380","452","428","541","434","417","509","717","803","1,272","1,796","2,416","2,063","1,432","1,328","1,417","915","341","53","11"
"충청북도 음성군 (4377000000)","92,133","92,133","1,934","3,121","3,675","3,621","4,081","4,759","4,305","4,633","6,246","6,986","8,562","8,664","9,889","7,270","4,783","3,678","3,322","1,822","627","131","24","48,898","48,898","995","1,593","1,973","1,907","2,285","2,753","2,551","2,612","3,410","3,956","4,835","4,744","5,412","3,775","2,432","1,677","1,295","524","137","23","9","43,235","43,235","939","1,528","1,702","1,714","1,796","2,006","1,754","2,021","2,836","3,030","3,727","3,920","4,477","3,495","2,351","2,001","2,027","1,298","490","108","15"
"충청북도 단양군 (4380000000)","27,862","27,862","399","586","832","943","982","923","796","929","1,299","1,591","2,383","2,799","3,804","3,131","2,160","1,711","1,531","767","246","37","13","14,163","14,163","203","315","451","513","553","552","455","488","702","874","1,289","1,498","1,930","1,648","1,064","728","586","241","64","7","2","13,699","13,699","196","271","381","430","429","371","341","441","597","717","1,094","1,301","1,874","1,483","1,096","983","945","526","182","30","11"
"충청남도  (4400000000)","2,121,333","2,121,333","61,997","91,951","103,270","98,662","112,240","119,773","120,578","133,439","163,855","163,125","178,963","161,949","177,148","133,617","100,419","73,770","68,328","40,919","14,092","2,799","439","1,085,425","1,085,425","31,757","47,042","53,405","51,171","61,234","67,514","66,233","71,101","87,415","86,528","95,692","85,406","90,592","66,495","48,287","32,854","25,567","13,054","3,459","562","57","1,035,908","1,035,908","30,240","44,909","49,865","47,491","51,006","52,259","54,345","62,338","76,440","76,597","83,271","76,543","86,556","67,122","52,132","40,916","42,761","27,865","10,633","2,237","382"
"충청남도 천안시 (4413000000)","657,701","657,701","22,750","32,163","34,693","33,088","43,153","49,536","48,907","51,012","57,978","54,323","57,279","47,694","44,993","28,619","18,903","13,143","10,892","5,998","2,061","445","71","336,644","336,644","11,693","16,466","17,867","17,076","22,517","26,715","26,286","27,073","30,677","27,768","29,329","24,425","23,156","14,275","9,023","5,811","4,086","1,843","466","83","9","321,057","321,057","11,057","15,697","16,826","16,012","20,636","22,821","22,621","23,939","27,301","26,555","27,950","23,269","21,837","14,344","9,880","7,332","6,806","4,155","1,595","362","62"
"충청남도 천안시 동남구 (4413100000)","255,724","255,724","6,975","10,649","12,805","12,796","16,710","17,265","15,281","15,899","20,584","21,146","23,008","20,516","21,194","14,303","9,677","6,727","5,658","3,155","1,105","233","38","129,699","129,699","3,594","5,470","6,607","6,636","8,789","9,280","8,308","8,311","10,619","10,871","11,759","10,447","10,774","7,098","4,660","3,015","2,173","991","251","40","6","126,025","126,025","3,381","5,179","6,198","6,160","7,921","7,985","6,973","7,588","9,965","10,275","11,249","10,069","10,420","7,205","5,017","3,712","3,485","2,164","854","193","32"
"충청남도 천안시 서북구 (4413300000)","401,977","401,977","15,775","21,514","21,888","20,292","26,443","32,271","33,626","35,113","37,394","33,177","34,271","27,178","23,799","14,316","9,226","6,416","5,234","2,843","956","212","33","206,945","206,945","8,099","10,996","11,260","10,440","13,728","17,435","17,978","18,762","20,058","16,897","17,570","13,978","12,382","7,177","4,363","2,796","1,913","852","215","43","3","195,032","195,032","7,676","10,518","10,628","9,852","12,715","14,836","15,648","16,351","17,336","16,280","16,701","13,200","11,417","7,139","4,863","3,620","3,321","1,991","741","169","30"
"충청남도 공주시 (4415000000)","102,768","102,768","1,913","2,978","3,691","4,322","5,947","4,993","4,136","4,473","5,860","6,655","8,471","8,915","11,072","8,938","6,703","4,751","4,779","2,885","1,066","184","36","51,294","51,294","975","1,555","1,914","2,234","3,054","2,848","2,290","2,361","3,078","3,510","4,403","4,573","5,561","4,469","3,353","2,082","1,777","936","261","55","5","51,474","51,474","938","1,423","1,777","2,088","2,893","2,145","1,846","2,112","2,782","3,145","4,068","4,342","5,511","4,469","3,350","2,669","3,002","1,949","805","129","31"
"충청남도 보령시 (4418000000)","97,268","97,268","2,059","3,209","3,886","3,937","4,350","4,291","3,877","4,571","6,049","6,980","8,168","8,145","10,105","8,249","6,599","4,861","4,347","2,508","869","181","27","49,291","49,291","1,054","1,620","1,954","2,081","2,498","2,525","2,208","2,405","3,300","3,835","4,431","4,320","5,061","4,064","3,112","2,121","1,634","841","188","36","3","47,977","47,977","1,005","1,589","1,932","1,856","1,852","1,766","1,669","2,166","2,749","3,145","3,737","3,825","5,044","4,185","3,487","2,740","2,713","1,667","681","145","24"
"충청남도 아산시 (4420000000)","332,790","332,790","12,323","18,647","20,100","16,888","17,522","20,085","22,230","26,379","32,442","28,246","27,628","22,231","21,556","15,322","10,853","8,010","6,820","3,904","1,324","242","38","173,385","173,385","6,343","9,608","10,327","8,685","9,623","11,413","12,031","13,961","17,582","15,214","15,108","12,013","11,206","7,511","5,075","3,473","2,626","1,218","323","42","3","159,405","159,405","5,980","9,039","9,773","8,203","7,899","8,672","10,199","12,418","14,860","13,032","12,520","10,218","10,350","7,811","5,778","4,537","4,194","2,686","1,001","200","35"
"충청남도 서산시 (4421000000)","176,312","176,312","5,746","8,191","8,924","8,217","8,550","9,753","10,211","10,790","13,769","13,911","15,225","13,553","14,395","10,372","8,248","5,905","5,545","3,453","1,265","243","46","91,940","91,940","2,877","4,185","4,698","4,333","5,054","5,988","5,889","5,906","7,333","7,387","8,165","7,274","7,385","5,113","4,087","2,720","2,125","1,081","296","40","4","84,372","84,372","2,869","4,006","4,226","3,884","3,496","3,765","4,322","4,884","6,436","6,524","7,060","6,279","7,010","5,259","4,161","3,185","3,420","2,372","969","203","42"
"충청남도 논산시 (4423000000)","112,939","112,939","2,450","3,788","4,503","4,695","5,247","5,036","4,858","5,040","6,461","7,758","9,382","9,499","11,687","9,692","7,230","5,523","5,379","3,301","1,139","236","35","56,356","56,356","1,247","1,917","2,312","2,409","2,941","2,831","2,678","2,593","3,389","4,145","5,019","4,948","5,940","4,892","3,416","2,390","1,931","1,014","290","46","8","56,583","56,583","1,203","1,871","2,191","2,286","2,306","2,205","2,180","2,447","3,072","3,613","4,363","4,551","5,747","4,800","3,814","3,133","3,448","2,287","849","190","27"
"충청남도 계룡시 (4425000000)","44,155","44,155","1,338","2,343","2,994","3,316","2,585","2,101","2,091","2,749","3,910","4,403","4,371","3,103","2,987","2,186","1,371","920","724","466","151","41","5","22,018","22,018","675","1,158","1,584","1,739","1,434","1,192","1,107","1,388","1,834","2,161","2,210","1,554","1,406","1,074","647","433","245","134","35","7","1","22,137","22,137","663","1,185","1,410","1,577","1,151","909","984","1,361","2,076","2,242","2,161","1,549","1,581","1,112","724","487","479","332","116","34","4"
"충청남도 당진시 (4427000000)","167,755","167,755","5,535","8,223","8,754","7,301","7,234","8,013","9,431","11,438","14,231","13,448","14,062","12,807","13,555","10,108","7,834","5,688","5,468","3,310","1,074","203","38","89,316","89,316","2,827","4,136","4,553","3,842","4,138","4,792","5,580","6,378","7,941","7,581","8,070","7,170","7,220","5,085","3,819","2,684","2,111","1,059","278","50","2","78,439","78,439","2,708","4,087","4,201","3,459","3,096","3,221","3,851","5,060","6,290","5,867","5,992","5,637","6,335","5,023","4,015","3,004","3,357","2,251","796","153","36"
"충청남도 금산군 (4471000000)","50,088","50,088","780","1,309","1,979","2,125","1,871","1,635","1,451","1,749","2,606","3,127","4,202","4,556","5,715","4,931","3,795","2,987","2,969","1,629","546","113","13","25,315","25,315","379","668","1,054","1,102","1,074","940","801","910","1,371","1,751","2,350","2,495","2,964","2,556","1,903","1,277","1,062","485","144","27","2","24,773","24,773","401","641","925","1,023","797","695","650","839","1,235","1,376","1,852","2,061","2,751","2,375","1,892","1,710","1,907","1,144","402","86","11"
"충청남도 부여군 (4476000000)","62,523","62,523","851","1,586","1,998","2,291","2,512","2,181","1,772","2,089","2,887","3,609","4,754","5,177","7,234","6,504","5,210","4,000","4,106","2,594","935","207","26","31,046","31,046","460","838","1,071","1,201","1,404","1,278","969","1,104","1,562","1,981","2,570","2,687","3,681","3,284","2,482","1,800","1,520","857","261","33","3","31,477","31,477","391","748","927","1,090","1,108","903","803","985","1,325","1,628","2,184","2,490","3,553","3,220","2,728","2,200","2,586","1,737","674","174","23"
"충청남도 서천군 (4477000000)","50,057","50,057","812","1,209","1,532","1,661","1,832","1,598","1,392","1,619","2,369","2,884","3,848","4,138","5,625","5,039","4,403","3,525","3,406","2,189","810","147","19","24,739","24,739","417","605","780","850","1,069","923","759","900","1,284","1,583","2,124","2,250","2,845","2,467","2,092","1,547","1,254","753","210","25","2","25,318","25,318","395","604","752","811","763","675","633","719","1,085","1,301","1,724","1,888","2,780","2,572","2,311","1,978","2,152","1,436","600","122","17"
"충청남도 청양군 (4479000000)","30,278","30,278","437","650","877","1,127","1,332","1,090","877","1,001","1,225","1,630","2,268","2,629","3,652","3,084","2,490","1,894","2,046","1,417","468","76","8","15,401","15,401","225","335","461","594","762","663","508","541","712","942","1,290","1,445","1,885","1,597","1,242","830","762","456","125","25","1","14,877","14,877","212","315","416","533","570","427","369","460","513","688","978","1,184","1,767","1,487","1,248","1,064","1,284","961","343","51","7"
"충청남도 홍성군 (4480000000)","98,099","98,099","2,725","4,077","4,751","4,693","4,634","4,217","4,494","5,104","6,722","7,153","8,037","7,527","8,825","7,191","5,805","4,253","4,170","2,655","861","177","28","48,896","48,896","1,425","2,111","2,440","2,445","2,555","2,333","2,371","2,625","3,360","3,713","4,384","3,901","4,416","3,546","2,748","1,869","1,518","877","220","34","5","49,203","49,203","1,300","1,966","2,311","2,248","2,079","1,884","2,123","2,479","3,362","3,440","3,653","3,626","4,409","3,645","3,057","2,384","2,652","1,778","641","143","23"
"충청남도 예산군 (4481000000)","77,206","77,206","1,276","1,964","2,591","2,824","3,169","3,023","2,828","3,061","3,956","5,054","6,328","6,506","8,660","7,332","5,913","4,417","4,483","2,763","860","167","31","38,748","38,748","654","1,007","1,364","1,452","1,800","1,721","1,596","1,671","2,099","2,763","3,505","3,445","4,312","3,703","2,808","1,980","1,699","926","204","36","3","38,458","38,458","622","957","1,227","1,372","1,369","1,302","1,232","1,390","1,857","2,291","2,823","3,061","4,348","3,629","3,105","2,437","2,784","1,837","656","131","28"
"충청남도 태안군 (4482500000)","61,394","61,394","1,002","1,614","1,997","2,177","2,302","2,221","2,023","2,364","3,390","3,944","4,940","5,469","7,087","6,050","5,062","3,893","3,194","1,847","663","137","18","31,036","31,036","506","833","1,026","1,128","1,311","1,352","1,160","1,285","1,893","2,194","2,734","2,906","3,554","2,859","2,480","1,837","1,217","574","158","23","6","30,358","30,358","496","781","971","1,049","991","869","863","1,079","1,497","1,750","2,206","2,563","3,533","3,191","2,582","2,056","1,977","1,273","505","114","12"
"전라북도  (4500000000)","1,771,776","1,771,776","42,717","69,018","82,676","85,040","101,878","97,865","84,884","92,197","120,355","134,508","154,528","143,517","153,957","121,002","95,508","73,597","65,997","36,693","12,810","2,582","447","881,608","881,608","21,675","35,562","42,537","44,118","55,199","53,192","44,665","47,072","61,434","69,129","80,761","74,297","77,037","59,626","44,811","31,905","24,114","11,071","2,901","444","58","890,168","890,168","21,042","33,456","40,139","40,922","46,679","44,673","40,219","45,125","58,921","65,379","73,767","69,220","76,920","61,376","50,697","41,692","41,883","25,622","9,909","2,138","389"
